size	encoders	mean_jsd	similarity	mean_jsd_weighted	similarity_weighted	accuracy	n_correct	kappa
3	gemma_intro_v7_primed,opus,qwen	0.13655983456365114	0.8029858038904032	0.07957838606783174	0.8851926570579918	0.7407407407407407	40	0.6738567730802416
5	gemma,gemma_intro_v7_primed,haiku,opus,rinna_bilingual_4b_jp	0.1365657901558164	0.8029772117871208	0.09064234524301956	0.8692307380233504	0.6851851851851852	37	0.6063464837049743
4	gemma,granite,ministral,opus	0.1366969026779095	0.8027880564016987	0.0813781011897417	0.8825962169765994	0.6851851851851852	37	0.6006959547629405
3	gemma_intro_v7_primed,granite,haiku	0.13673860548890562	0.8027278919630835	0.09969881668873494	0.8561650115806643	0.7407407407407407	40	0.6730103806228374
4	bol,gemma,ministral,opus	0.13677644835593455	0.8026732962464878	0.09299031731114465	0.8658433303645204	0.7222222222222222	39	0.6481320590790618
6	gemma,gemma_intro_v7_primed,haiku,ministral,opus,rinna_bilingual_4b_jp	0.13686144752323298	0.8025506683693466	0.08158096800866946	0.8823035420229715	0.6666666666666666	36	0.5846153846153846
5	gemma,gemma_intro_v7_primed,ministral,opus,rinna_bilingual_4b_jp	0.13691872567730748	0.8024680334605121	0.08276696856739083	0.8805925048984126	0.7037037037037037	38	0.6307692307692307
7	bol,gemma,gemma_intro_v7_primed,haiku,ministral,opus,qwen	0.13698573273217063	0.8023713627147565	0.08534846412118961	0.8768681940648702	0.7592592592592593	41	0.6962353959324967
2	gemma_intro_v7_primed,haiku	0.13698847017920934	0.802367413413489	0.09721178589019355	0.8597530385802581	0.7037037037037037	38	0.6274256144890038
7	gemma,gemma_intro_v7_primed,granite,haiku,ministral,opus,rinna_bilingual_4b	0.13707536334506817	0.8022420530740173	0.08106548839519302	0.8830472219050132	0.7592592592592593	41	0.6966292134831461
4	gemma,gpt_oss_20b,ministral,opus	0.1371500044172564	0.8021343687693248	0.07594369802552926	0.8904364034718	0.7407407407407407	40	0.6749785038693035
7	bol,gemma,gemma_intro_v7_primed,gpt_oss_20b,granite,haiku,ministral	0.13715193645915966	0.8021315814220522	0.09026353468861559	0.8697772461316253	0.7962962962962963	43	0.7430795847750865
4	gemma_intro_v7_primed,gpt_oss_20b,ministral,opus	0.13715877196613593	0.8021217198700354	0.07771647870159464	0.8878788215818567	0.7407407407407407	40	0.6738567730802416
5	gemma,gemma_intro_v7_primed,gpt_oss_20b,opus,rinna_jp_3_6b	0.13722218685448548	0.8020302315250951	0.07903804949602013	0.8859721979505554	0.7037037037037037	38	0.6299785867237687
5	gemma,gemma_intro_v7_primed,gpt_oss_20b,opus,rinna_bilingual_4b	0.1372909071419541	0.8019310891071556	0.08356663236260228	0.8794388339066825	0.7037037037037037	38	0.6307692307692307
7	gemma,gemma_intro_v7_primed,granite,haiku,ministral,opus,rinna_bilingual_4b_jp	0.13742314541075634	0.801740309612539	0.08361984632846185	0.8793620623820309	0.7592592592592593	41	0.6966292134831461
6	gemma,gemma_intro_v7_primed,granite,haiku,ministral,qwen	0.13746268891670987	0.8016832603926004	0.08041751962078084	0.8839820432425085	0.7592592592592593	41	0.6976744186046512
